transaction_id,customer_id,date,type,category,amount,merchant,location,payment_method
PS012-202605-028,PS012,2026-05-30,debit,Bills,1610.93,Electricity / mobile,Mumbai,UPI
PS012-202605-029,PS012,2026-05-03,debit,Rent,11830,Monthly rent,Mumbai,NEFT
PS012-202605-030,PS012,2026-05-02,debit,Education,954,Learning centre,Mumbai,UPI
PS012-202605-031,PS012,2026-05-03,debit,Healthcare,954,Pharmacy,Mumbai,UPI
PS012-202605-032,PS012,2026-05-03,debit,Entertainment,515.25,Cinema / streaming,Mumbai,UPI
PS012-202605-033,PS012,2026-05-17,debit,Entertainment,619.09,Cinema / streaming,Mumbai,UPI
PS012-202605-034,PS012,2026-05-31,debit,Entertainment,582.66,Cinema / streaming,Mumbai,UPI
PS012-202605-035,PS012,2026-05-02,debit,Investment,2290,Recurring investment,Mumbai,UPI
PS012-202605-036,PS012,2026-05-03,debit,UPI Transfer,866.55,Household transfer,Mumbai,UPI
PS012-202605-037,PS012,2026-05-30,debit,UPI Transfer,850.45,Household transfer,Mumbai,UPI
PS012-202605-038,PS012,2026-05-03,debit,Other,305.47,Everyday purchase,Mumbai,UPI
PS012-202605-039,PS012,2026-05-31,debit,Other,457.53,Everyday purchase,Mumbai,UPI
PS012-202605-040,PS012,2026-05-05,debit,EMI,26000,Scheduled loan EMI,Mumbai,Auto debit
PS012-202606-001,PS012,2026-06-01,credit,Salary,72000,Monthly salary,Mumbai,NEFT
PS012-202606-002,PS012,2026-06-02,debit,Food,631.48,Swiggy / local groceries,Mumbai,UPI
PS012-202606-003,PS012,2026-06-05,debit,Food,427.31,Swiggy / local groceries,Mumbai,UPI
PS012-202606-004,PS012,2026-06-07,debit,Food,600.45,Swiggy / local groceries,Mumbai,UPI
PS012-202606-005,PS012,2026-06-09,debit,Food,580.85,Swiggy / local groceries,Mumbai,UPI
PS012-202606-006,PS012,2026-06-11,debit,Food,458.35,Swiggy / local groceries,Mumbai,UPI
PS012-202606-007,PS012,2026-06-14,debit,Food,654.01,Swiggy / local groceries,Mumbai,UPI
PS012-202606-008,PS012,2026-06-17,debit,Food,574.94,Swiggy / local groceries,Mumbai,UPI
PS012-202606-009,PS012,2026-06-20,debit,Food,689.52,Swiggy / local groceries,Mumbai,UPI
PS012-202606-010,PS012,2026-06-22,debit,Food,542.52,Swiggy / local groceries,Mumbai,UPI
PS012-202606-011,PS012,2026-06-25,debit,Food,436.71,Swiggy / local groceries,Mumbai,UPI
PS012-202606-012,PS012,2026-06-27,debit,Food,644.26,Swiggy / local groceries,Mumbai,UPI
PS012-202606-013,PS012,2026-06-29,debit,Food,467.6,Swiggy / local groceries,Mumbai,UPI
PS012-202606-014,PS012,2026-06-02,debit,Shopping,1525.59,Amazon / local retail,Mumbai,UPI
PS012-202606-015,PS012,2026-06-12,debit,Shopping,904.79,Amazon / local retail,Mumbai,UPI
PS012-202606-016,PS012,2026-06-21,debit,Shopping,1354.78,Amazon / local retail,Mumbai,UPI
PS012-202606-017,PS012,2026-06-29,debit,Shopping,949.84,Amazon / local retail,Mumbai,UPI
PS012-202606-018,PS012,2026-06-03,debit,Transport,362.28,Metro / fuel,Mumbai,UPI
PS012-202606-019,PS012,2026-06-05,debit,Transport,272.1,Metro / fuel,Mumbai,UPI
PS012-202606-020,PS012,2026-06-10,debit,Transport,452.62,Metro / fuel,Mumbai,UPI
PS012-202606-021,PS012,2026-06-13,debit,Transport,429.34,Metro / fuel,Mumbai,UPI
PS012-202606-022,PS012,2026-06-17,debit,Transport,429.49,Metro / fuel,Mumbai,UPI
PS012-202606-023,PS012,2026-06-21,debit,Transport,312.34,Metro / fuel,Mumbai,UPI
PS012-202606-024,PS012,2026-06-25,debit,Transport,430.89,Metro / fuel,Mumbai,UPI
PS012-202606-025,PS012,2026-06-30,debit,Transport,466.94,Metro / fuel,Mumbai,UPI
PS012-202606-026,PS012,2026-06-03,debit,Bills,1734.91,Electricity / mobile,Mumbai,UPI
PS012-202606-027,PS012,2026-06-15,debit,Bills,1068.2,Electricity / mobile,Mumbai,UPI
PS012-202606-028,PS012,2026-06-29,debit,Bills,1142.89,Electricity / mobile,Mumbai,UPI
PS012-202606-029,PS012,2026-06-03,debit,Rent,12231,Monthly rent,Mumbai,NEFT
PS012-202606-030,PS012,2026-06-02,debit,Education,986,Learning centre,Mumbai,UPI
PS012-202606-031,PS012,2026-06-02,debit,Healthcare,986,Pharmacy,Mumbai,UPI
PS012-202606-032,PS012,2026-06-03,debit,Entertainment,669.64,Cinema / streaming,Mumbai,UPI
PS012-202606-033,PS012,2026-06-15,debit,Entertainment,595.75,Cinema / streaming,Mumbai,UPI
PS012-202606-034,PS012,2026-06-29,debit,Entertainment,510.61,Cinema / streaming,Mumbai,UPI
PS012-202606-035,PS012,2026-06-02,debit,Investment,2367,Recurring investment,Mumbai,UPI
PS012-202606-036,PS012,2026-06-02,debit,UPI Transfer,1079.67,Household transfer,Mumbai,UPI
PS012-202606-037,PS012,2026-06-29,debit,UPI Transfer,696.33,Household transfer,Mumbai,UPI
PS012-202606-038,PS012,2026-06-03,debit,Other,396.25,Everyday purchase,Mumbai,UPI
PS012-202606-039,PS012,2026-06-30,debit,Other,392.75,Everyday purchase,Mumbai,UPI
PS012-202606-040,PS012,2026-06-05,debit,EMI,26000,Scheduled loan EMI,Mumbai,Auto debit
PS012-202607-001,PS012,2026-07-01,credit,Salary,72000,Monthly salary,Mumbai,NEFT
PS012-202607-002,PS012,2026-07-02,debit,Food,518.32,Swiggy / local groceries,Mumbai,UPI
PS012-202607-003,PS012,2026-07-05,debit,Food,480.88,Swiggy / local groceries,Mumbai,UPI
PS012-202607-004,PS012,2026-07-07,debit,Food,497.88,Swiggy / local groceries,Mumbai,UPI
PS012-202607-005,PS012,2026-07-10,debit,Food,478.02,Swiggy / local groceries,Mumbai,UPI
PS012-202607-006,PS012,2026-07-12,debit,Food,549.97,Swiggy / local groceries,Mumbai,UPI
PS012-202607-007,PS012,2026-07-15,debit,Food,514.78,Swiggy / local groceries,Mumbai,UPI
PS012-202607-008,PS012,2026-07-17,debit,Food,702.1,Swiggy / local groceries,Mumbai,UPI
PS012-202607-009,PS012,2026-07-20,debit,Food,753.08,Swiggy / local groceries,Mumbai,UPI
PS012-202607-010,PS012,2026-07-22,debit,Food,634.15,Swiggy / local groceries,Mumbai,UPI
PS012-202607-011,PS012,2026-07-24,debit,Food,698.26,Swiggy / local groceries,Mumbai,UPI
PS012-202607-012,PS012,2026-07-27,debit,Food,558.06,Swiggy / local groceries,Mumbai,UPI
PS012-202607-013,PS012,2026-07-31,debit,Food,542.5,Swiggy / local groceries,Mumbai,UPI
PS012-202607-014,PS012,2026-07-03,debit,Shopping,1046.27,Amazon / local retail,Mumbai,UPI
PS012-202607-015,PS012,2026-07-11,debit,Shopping,1252.36,Amazon / local retail,Mumbai,UPI
PS012-202607-016,PS012,2026-07-21,debit,Shopping,966.14,Amazon / local retail,Mumbai,UPI
PS012-202607-017,PS012,2026-07-31,debit,Shopping,1625.23,Amazon / local retail,Mumbai,UPI
PS012-202607-018,PS012,2026-07-02,debit,Transport,413.94,Metro / fuel,Mumbai,UPI
PS012-202607-019,PS012,2026-07-06,debit,Transport,453.73,Metro / fuel,Mumbai,UPI
PS012-202607-020,PS012,2026-07-10,debit,Transport,389.83,Metro / fuel,Mumbai,UPI
PS012-202607-021,PS012,2026-07-15,debit,Transport,500.13,Metro / fuel,Mumbai,UPI
PS012-202607-022,PS012,2026-07-19,debit,Transport,491.69,Metro / fuel,Mumbai,UPI
PS012-202607-023,PS012,2026-07-22,debit,Transport,335.01,Metro / fuel,Mumbai,UPI
PS012-202607-024,PS012,2026-07-27,debit,Transport,301.77,Metro / fuel,Mumbai,UPI
PS012-202607-025,PS012,2026-07-31,debit,Transport,373.9,Metro / fuel,Mumbai,UPI
PS012-202607-026,PS012,2026-07-03,debit,Bills,1411.01,Electricity / mobile,Mumbai,UPI
PS012-202607-027,PS012,2026-07-16,debit,Bills,1360.92,Electricity / mobile,Mumbai,UPI
PS012-202607-028,PS012,2026-07-31,debit,Bills,1303.07,Electricity / mobile,Mumbai,UPI
PS012-202607-029,PS012,2026-07-03,debit,Rent,12633,Monthly rent,Mumbai,NEFT
PS012-202607-030,PS012,2026-07-03,debit,Education,1019,Learning centre,Mumbai,UPI
PS012-202607-031,PS012,2026-07-03,debit,Healthcare,1019,Pharmacy,Mumbai,UPI
PS012-202607-032,PS012,2026-07-02,debit,Entertainment,708.26,Cinema / streaming,Mumbai,UPI
PS012-202607-033,PS012,2026-07-17,debit,Entertainment,531.66,Cinema / streaming,Mumbai,UPI
PS012-202607-034,PS012,2026-07-30,debit,Entertainment,594.08,Cinema / streaming,Mumbai,UPI
PS012-202607-035,PS012,2026-07-02,debit,Investment,2445,Recurring investment,Mumbai,UPI
PS012-202607-036,PS012,2026-07-03,debit,UPI Transfer,920.49,Household transfer,Mumbai,UPI
PS012-202607-037,PS012,2026-07-30,debit,UPI Transfer,913.51,Household transfer,Mumbai,UPI
PS012-202607-038,PS012,2026-07-02,debit,Other,429.87,Everyday purchase,Mumbai,UPI
PS012-202607-039,PS012,2026-07-31,debit,Other,385.13,Everyday purchase,Mumbai,UPI
PS012-202607-040,PS012,2026-07-05,debit,EMI,26000,Scheduled loan EMI,Mumbai,Auto debit
PS012-202608-001,PS012,2026-08-01,credit,Salary,72000,Monthly salary,Mumbai,NEFT
PS012-202608-002,PS012,2026-08-02,debit,Food,539.92,Swiggy / local groceries,Mumbai,UPI
PS012-202608-003,PS012,2026-08-05,debit,Food,656.86,Swiggy / local groceries,Mumbai,UPI
PS012-202608-004,PS012,2026-08-08,debit,Food,926.25,Swiggy / local groceries,Mumbai,UPI
PS012-202608-005,PS012,2026-08-10,debit,Food,565.71,Swiggy / local groceries,Mumbai,UPI
PS012-202608-006,PS012,2026-08-13,debit,Food,666.67,Swiggy / local groceries,Mumbai,UPI
PS012-202608-007,PS012,2026-08-15,debit,Food,714.58,Swiggy / local groceries,Mumbai,UPI
PS012-202608-008,PS012,2026-08-17,debit,Food,761.87,Swiggy / local groceries,Mumbai,UPI
PS012-202608-009,PS012,2026-08-19,debit,Food,783.83,Swiggy / local groceries,Mumbai,UPI
PS012-202608-010,PS012,2026-08-22,debit,Food,778.43,Swiggy / local groceries,Mumbai,UPI
PS012-202608-011,PS012,2026-08-25,debit,Food,572.86,Swiggy / local groceries,Mumbai,UPI
PS012-202608-012,PS012,2026-08-27,debit,Food,612.31,Swiggy / local groceries,Mumbai,UPI
PS012-202608-013,PS012,2026-08-31,debit,Food,569.71,Swiggy / local groceries,Mumbai,UPI
PS012-202608-014,PS012,2026-08-02,debit,Shopping,1599.11,Amazon / local retail,Mumbai,UPI
PS012-202608-015,PS012,2026-08-12,debit,Shopping,1574.01,Amazon / local retail,Mumbai,UPI
PS012-202608-016,PS012,2026-08-20,debit,Shopping,1174.59,Amazon / local retail,Mumbai,UPI
PS012-202608-017,PS012,2026-08-31,debit,Shopping,1404.29,Amazon / local retail,Mumbai,UPI
PS012-202608-018,PS012,2026-08-02,debit,Transport,555.88,Metro / fuel,Mumbai,UPI
PS012-202608-019,PS012,2026-08-06,debit,Transport,403.81,Metro / fuel,Mumbai,UPI
PS012-202608-020,PS012,2026-08-10,debit,Transport,454.75,Metro / fuel,Mumbai,UPI
PS012-202608-021,PS012,2026-08-15,debit,Transport,413.02,Metro / fuel,Mumbai,UPI
PS012-202608-022,PS012,2026-08-18,debit,Transport,414.98,Metro / fuel,Mumbai,UPI
PS012-202608-023,PS012,2026-08-22,debit,Transport,433.68,Metro / fuel,Mumbai,UPI
PS012-202608-024,PS012,2026-08-27,debit,Transport,590.75,Metro / fuel,Mumbai,UPI
PS012-202608-025,PS012,2026-08-30,debit,Transport,568.13,Metro / fuel,Mumbai,UPI
PS012-202608-026,PS012,2026-08-03,debit,Bills,1633.96,Electricity / mobile,Mumbai,UPI
PS012-202608-027,PS012,2026-08-16,debit,Bills,1622.58,Electricity / mobile,Mumbai,UPI
PS012-202608-028,PS012,2026-08-30,debit,Bills,1537.46,Electricity / mobile,Mumbai,UPI
PS012-202608-029,PS012,2026-08-03,debit,Rent,14860,Monthly rent,Mumbai,NEFT
PS012-202608-030,PS012,2026-08-03,debit,Education,1198,Learning centre,Mumbai,UPI
PS012-202608-031,PS012,2026-08-03,debit,Healthcare,1198,Pharmacy,Mumbai,UPI
PS012-202608-032,PS012,2026-08-02,debit,Entertainment,662.82,Cinema / streaming,Mumbai,UPI
PS012-202608-033,PS012,2026-08-16,debit,Entertainment,892.6,Cinema / streaming,Mumbai,UPI
PS012-202608-034,PS012,2026-08-31,debit,Entertainment,601.58,Cinema / streaming,Mumbai,UPI
PS012-202608-035,PS012,2026-08-02,debit,Investment,2876,Recurring investment,Mumbai,UPI
PS012-202608-036,PS012,2026-08-02,debit,UPI Transfer,1325.24,Household transfer,Mumbai,UPI
PS012-202608-037,PS012,2026-08-30,debit,UPI Transfer,831.76,Household transfer,Mumbai,UPI
PS012-202608-038,PS012,2026-08-03,debit,Other,534.41,Everyday purchase,Mumbai,UPI
PS012-202608-039,PS012,2026-08-30,debit,Other,424.59,Everyday purchase,Mumbai,UPI
PS012-202608-040,PS012,2026-08-05,debit,EMI,26000,Scheduled loan EMI,Mumbai,Auto debit
PS013-202512-001,PS013,2025-12-01,credit,Salary,89000,Monthly salary,Pune,NEFT
PS013-202512-002,PS013,2025-12-03,debit,Food,746.32,Swiggy / local groceries,Pune,UPI
PS013-202512-003,PS013,2025-12-04,debit,Food,651.18,Swiggy / local groceries,Pune,UPI
PS013-202512-004,PS013,2025-12-08,debit,Food,599.3,Swiggy / local groceries,Pune,UPI
PS013-202512-005,PS013,2025-12-09,debit,Food,741.5,Swiggy / local groceries,Pune,UPI
PS013-202512-006,PS013,2025-12-12,debit,Food,655.18,Swiggy / local groceries,Pune,UPI
PS013-202512-007,PS013,2025-12-15,debit,Food,663.1,Swiggy / local groceries,Pune,UPI
PS013-202512-008,PS013,2025-12-17,debit,Food,608.03,Swiggy / local groceries,Pune,UPI
PS013-202512-009,PS013,2025-12-20,debit,Food,501.19,Swiggy / local groceries,Pune,UPI
PS013-202512-010,PS013,2025-12-23,debit,Food,621.03,Swiggy / local groceries,Pune,UPI
PS013-202512-011,PS013,2025-12-24,debit,Food,636.58,Swiggy / local groceries,Pune,UPI
PS013-202512-012,PS013,2025-12-27,debit,Food,616.18,Swiggy / local groceries,Pune,UPI
PS013-202512-013,PS013,2025-12-31,debit,Food,676.41,Swiggy / local groceries,Pune,UPI
PS013-202512-014,PS013,2025-12-03,debit,Shopping,1266.51,Amazon / local retail,Pune,UPI
PS013-202512-015,PS013,2025-12-11,debit,Shopping,1605.23,Amazon / local retail,Pune,UPI
PS013-202512-016,PS013,2025-12-21,debit,Shopping,1242.11,Amazon / local retail,Pune,UPI
PS013-202512-017,PS013,2025-12-31,debit,Shopping,1333.15,Amazon / local retail,Pune,UPI
PS013-202512-018,PS013,2025-12-03,debit,Transport,333.14,Metro / fuel,Pune,UPI
PS013-202512-019,PS013,2025-12-06,debit,Transport,505.01,Metro / fuel,Pune,UPI
PS013-202512-020,PS013,2025-12-10,debit,Transport,489.2,Metro / fuel,Pune,UPI
PS013-202512-021,PS013,2025-12-14,debit,Transport,398.11,Metro / fuel,Pune,UPI
PS013-202512-022,PS013,2025-12-19,debit,Transport,561.13,Metro / fuel,Pune,UPI
PS013-202512-023,PS013,2025-12-23,debit,Transport,402.01,Metro / fuel,Pune,UPI
PS013-202512-024,PS013,2025-12-26,debit,Transport,481.86,Metro / fuel,Pune,UPI
PS013-202512-025,PS013,2025-12-30,debit,Transport,460.54,Metro / fuel,Pune,UPI
PS013-202512-026,PS013,2025-12-03,debit,Bills,1323.59,Electricity / mobile,Pune,UPI
PS013-202512-027,PS013,2025-12-16,debit,Bills,1724.53,Electricity / mobile,Pune,UPI
PS013-202512-028,PS013,2025-12-31,debit,Bills,1490.88,Electricity / mobile,Pune,UPI
PS013-202512-029,PS013,2025-12-03,debit,Rent,14071,Monthly rent,Pune,NEFT
PS013-202512-030,PS013,2025-12-02,debit,Education,1135,Learning centre,Pune,UPI
PS013-202512-031,PS013,2025-12-02,debit,Healthcare,1135,Pharmacy,Pune,UPI
PS013-202512-032,PS013,2025-12-02,debit,Entertainment,532.84,Cinema / streaming,Pune,UPI
PS013-202512-033,PS013,2025-12-17,debit,Entertainment,841.6,Cinema / streaming,Pune,UPI
PS013-202512-034,PS013,2025-12-30,debit,Entertainment,668.56,Cinema / streaming,Pune,UPI
PS013-202512-035,PS013,2025-12-02,debit,Investment,2723,Recurring investment,Pune,UPI
PS013-202512-036,PS013,2025-12-03,debit,UPI Transfer,947.24,Household transfer,Pune,UPI
PS013-202512-037,PS013,2025-12-31,debit,UPI Transfer,1095.76,Household transfer,Pune,UPI
PS013-202512-038,PS013,2025-12-02,debit,Other,542.87,Everyday purchase,Pune,UPI
PS013-202512-039,PS013,2025-12-30,debit,Other,365.13,Everyday purchase,Pune,UPI
PS013-202512-040,PS013,2025-12-05,debit,EMI,12000,Scheduled loan EMI,Pune,Auto debit
PS013-202601-001,PS013,2026-01-01,credit,Salary,89000,Monthly salary,Pune,NEFT
PS013-202601-002,PS013,2026-01-02,debit,Food,595.5,Swiggy / local groceries,Pune,UPI
PS013-202601-003,PS013,2026-01-05,debit,Food,649.69,Swiggy / local groceries,Pune,UPI
PS013-202601-004,PS013,2026-01-08,debit,Food,655.55,Swiggy / local groceries,Pune,UPI
PS013-202601-005,PS013,2026-01-10,debit,Food,757.84,Swiggy / local groceries,Pune,UPI
PS013-202601-006,PS013,2026-01-13,debit,Food,536.36,Swiggy / local groceries,Pune,UPI
PS013-202601-007,PS013,2026-01-15,debit,Food,797.9,Swiggy / local groceries,Pune,UPI
PS013-202601-008,PS013,2026-01-17,debit,Food,570.84,Swiggy / local groceries,Pune,UPI
PS013-202601-009,PS013,2026-01-20,debit,Food,657.44,Swiggy / local groceries,Pune,UPI
PS013-202601-010,PS013,2026-01-22,debit,Food,588.69,Swiggy / local groceries,Pune,UPI
PS013-202601-011,PS013,2026-01-25,debit,Food,542.95,Swiggy / local groceries,Pune,UPI
PS013-202601-012,PS013,2026-01-27,debit,Food,644.3,Swiggy / local groceries,Pune,UPI
PS013-202601-013,PS013,2026-01-31,debit,Food,522.94,Swiggy / local groceries,Pune,UPI
PS013-202601-014,PS013,2026-01-03,debit,Shopping,1513.52,Amazon / local retail,Pune,UPI
PS013-202601-015,PS013,2026-01-12,debit,Shopping,1428.77,Amazon / local retail,Pune,UPI
PS013-202601-016,PS013,2026-01-20,debit,Shopping,877.61,Amazon / local retail,Pune,UPI
PS013-202601-017,PS013,2026-01-30,debit,Shopping,1488.1,Amazon / local retail,Pune,UPI
PS013-202601-018,PS013,2026-01-02,debit,Transport,509.12,Metro / fuel,Pune,UPI
PS013-202601-019,PS013,2026-01-07,debit,Transport,348.31,Metro / fuel,Pune,UPI
PS013-202601-020,PS013,2026-01-10,debit,Transport,377.22,Metro / fuel,Pune,UPI
PS013-202601-021,PS013,2026-01-14,debit,Transport,568.01,Metro / fuel,Pune,UPI
PS013-202601-022,PS013,2026-01-18,debit,Transport,402.49,Metro / fuel,Pune,UPI
PS013-202601-023,PS013,2026-01-23,debit,Transport,363.93,Metro / fuel,Pune,UPI
PS013-202601-024,PS013,2026-01-27,debit,Transport,569.78,Metro / fuel,Pune,UPI
PS013-202601-025,PS013,2026-01-31,debit,Transport,400.14,Metro / fuel,Pune,UPI
PS013-202601-026,PS013,2026-01-02,debit,Bills,1289.45,Electricity / mobile,Pune,UPI
PS013-202601-027,PS013,2026-01-16,debit,Bills,1187.11,Electricity / mobile,Pune,UPI
PS013-202601-028,PS013,2026-01-30,debit,Bills,1946.44,Electricity / mobile,Pune,UPI
PS013-202601-029,PS013,2026-01-03,debit,Rent,13712,Monthly rent,Pune,NEFT
PS013-202601-030,PS013,2026-01-03,debit,Education,1106,Learning centre,Pune,UPI
PS013-202601-031,PS013,2026-01-02,debit,Healthcare,1106,Pharmacy,Pune,UPI
PS013-202601-032,PS013,2026-01-02,debit,Entertainment,461.48,Cinema / streaming,Pune,UPI
PS013-202601-033,PS013,2026-01-16,debit,Entertainment,748.45,Cinema / streaming,Pune,UPI
PS013-202601-034,PS013,2026-01-30,debit,Entertainment,780.07,Cinema / streaming,Pune,UPI
PS013-202601-035,PS013,2026-01-02,debit,Investment,2654,Recurring investment,Pune,UPI
PS013-202601-036,PS013,2026-01-03,debit,UPI Transfer,905.19,Household transfer,Pune,UPI
PS013-202601-037,PS013,2026-01-30,debit,UPI Transfer,1084.81,Household transfer,Pune,UPI
PS013-202601-038,PS013,2026-01-02,debit,Other,507.58,Everyday purchase,Pune,UPI
PS013-202601-039,PS013,2026-01-30,debit,Other,377.42,Everyday purchase,Pune,UPI
PS013-202601-040,PS013,2026-01-05,debit,EMI,12000,Scheduled loan EMI,Pune,Auto debit
PS013-202602-001,PS013,2026-02-01,credit,Salary,89000,Monthly salary,Pune,NEFT
PS013-202602-002,PS013,2026-02-03,debit,Food,668.4,Swiggy / local groceries,Pune,UPI
PS013-202602-003,PS013,2026-02-05,debit,Food,635.0,Swiggy / local groceries,Pune,UPI
PS013-202602-004,PS013,2026-02-06,debit,Food,541.01,Swiggy / local groceries,Pune,UPI
PS013-202602-005,PS013,2026-02-09,debit,Food,584.08,Swiggy / local groceries,Pune,UPI
PS013-202602-006,PS013,2026-02-11,debit,Food,432.83,Swiggy / local groceries,Pune,UPI
PS013-202602-007,PS013,2026-02-14,debit,Food,627.65,Swiggy / local groceries,Pune,UPI
PS013-202602-008,PS013,2026-02-15,debit,Food,664.32,Swiggy / local groceries,Pune,UPI
PS013-202602-009,PS013,2026-02-17,debit,Food,474.39,Swiggy / local groceries,Pune,UPI
PS013-202602-010,PS013,2026-02-21,debit,Food,743.74,Swiggy / local groceries,Pune,UPI
PS013-202602-011,PS013,2026-02-23,debit,Food,688.93,Swiggy / local groceries,Pune,UPI
PS013-202602-012,PS013,2026-02-24,debit,Food,654.86,Swiggy / local groceries,Pune,UPI
PS013-202602-013,PS013,2026-02-27,debit,Food,607.79,Swiggy / local groceries,Pune,UPI
PS013-202602-014,PS013,2026-02-03,debit,Shopping,1543.36,Amazon / local retail,Pune,UPI
PS013-202602-015,PS013,2026-02-11,debit,Shopping,1260.06,Amazon / local retail,Pune,UPI
PS013-202602-016,PS013,2026-02-18,debit,Shopping,1192.59,Amazon / local retail,Pune,UPI
PS013-202602-017,PS013,2026-02-27,debit,Shopping,1172.99,Amazon / local retail,Pune,UPI
PS013-202602-018,PS013,2026-02-02,debit,Transport,300.64,Metro / fuel,Pune,UPI
PS013-202602-019,PS013,2026-02-05,debit,Transport,446.88,Metro / fuel,Pune,UPI
PS013-202602-020,PS013,2026-02-09,debit,Transport,447.28,Metro / fuel,Pune,UPI
PS013-202602-021,PS013,2026-02-12,debit,Transport,438.41,Metro / fuel,Pune,UPI
PS013-202602-022,PS013,2026-02-17,debit,Transport,445.96,Metro / fuel,Pune,UPI
PS013-202602-023,PS013,2026-02-20,debit,Transport,380.86,Metro / fuel,Pune,UPI
PS013-202602-024,PS013,2026-02-23,debit,Transport,501.98,Metro / fuel,Pune,UPI
PS013-202602-025,PS013,2026-02-27,debit,Transport,483.99,Metro / fuel,Pune,UPI
PS013-202602-026,PS013,2026-02-03,debit,Bills,1350.96,Electricity / mobile,Pune,UPI
PS013-202602-027,PS013,2026-02-14,debit,Bills,1263.79,Electricity / mobile,Pune,UPI
PS013-202602-028,PS013,2026-02-28,debit,Bills,1693.25,Electricity / mobile,Pune,UPI
PS013-202602-029,PS013,2026-02-02,debit,Rent,13354,Monthly rent,Pune,NEFT
PS013-202602-030,PS013,2026-02-02,debit,Education,1077,Learning centre,Pune,UPI
PS013-202602-031,PS013,2026-02-02,debit,Healthcare,1077,Pharmacy,Pune,UPI
PS013-202602-032,PS013,2026-02-02,debit,Entertainment,677.45,Cinema / streaming,Pune,UPI
PS013-202602-033,PS013,2026-02-15,debit,Entertainment,646.07,Cinema / streaming,Pune,UPI
PS013-202602-034,PS013,2026-02-27,debit,Entertainment,614.48,Cinema / streaming,Pune,UPI
PS013-202602-035,PS013,2026-02-03,debit,Investment,2585,Recurring investment,Pune,UPI
PS013-202602-036,PS013,2026-02-03,debit,UPI Transfer,1119.65,Household transfer,Pune,UPI
PS013-202602-037,PS013,2026-02-28,debit,UPI Transfer,818.35,Household transfer,Pune,UPI
PS013-202602-038,PS013,2026-02-02,debit,Other,453.98,Everyday purchase,Pune,UPI
PS013-202602-039,PS013,2026-02-28,debit,Other,408.02,Everyday purchase,Pune,UPI
PS013-202602-040,PS013,2026-02-05,debit,EMI,12000,Scheduled loan EMI,Pune,Auto debit
PS013-202603-001,PS013,2026-03-01,credit,Salary,89000,Monthly salary,Pune,NEFT
PS013-202603-002,PS013,2026-03-02,debit,Food,620.96,Swiggy / local groceries,Pune,UPI
PS013-202603-003,PS013,2026-03-04,debit,Food,562.76,Swiggy / local groceries,Pune,UPI
PS013-202603-004,PS013,2026-03-07,debit,Food,584.74,Swiggy / local groceries,Pune,UPI
PS013-202603-005,PS013,2026-03-09,debit,Food,518.93,Swiggy / local groceries,Pune,UPI
PS013-202603-006,PS013,2026-03-13,debit,Food,544.65,Swiggy / local groceries,Pune,UPI
PS013-202603-007,PS013,2026-03-14,debit,Food,673.24,Swiggy / local groceries,Pune,UPI
PS013-202603-008,PS013,2026-03-17,debit,Food,419.24,Swiggy / local groceries,Pune,UPI
PS013-202603-009,PS013,2026-03-20,debit,Food,575.52,Swiggy / local groceries,Pune,UPI
PS013-202603-010,PS013,2026-03-22,debit,Food,708.9,Swiggy / local groceries,Pune,UPI
PS013-202603-011,PS013,2026-03-24,debit,Food,681.79,Swiggy / local groceries,Pune,UPI
PS013-202603-012,PS013,2026-03-27,debit,Food,644.88,Swiggy / local groceries,Pune,UPI
PS013-202603-013,PS013,2026-03-31,debit,Food,590.39,Swiggy / local groceries,Pune,UPI
PS013-202603-014,PS013,2026-03-03,debit,Shopping,1047.01,Amazon / local retail,Pune,UPI
PS013-202603-015,PS013,2026-03-11,debit,Shopping,1595.55,Amazon / local retail,Pune,UPI
PS013-202603-016,PS013,2026-03-21,debit,Shopping,897.25,Amazon / local retail,Pune,UPI
PS013-202603-017,PS013,2026-03-31,debit,Shopping,1490.19,Amazon / local retail,Pune,UPI
PS013-202603-018,PS013,2026-03-03,debit,Transport,358.79,Metro / fuel,Pune,UPI
PS013-202603-019,PS013,2026-03-07,debit,Transport,352.26,Metro / fuel,Pune,UPI
PS013-202603-020,PS013,2026-03-11,debit,Transport,491.08,Metro / fuel,Pune,UPI
PS013-202603-021,PS013,2026-03-15,debit,Transport,504.45,Metro / fuel,Pune,UPI
PS013-202603-022,PS013,2026-03-18,debit,Transport,285.43,Metro / fuel,Pune,UPI
PS013-202603-023,PS013,2026-03-22,debit,Transport,437.79,Metro / fuel,Pune,UPI
PS013-202603-024,PS013,2026-03-26,debit,Transport,447.35,Metro / fuel,Pune,UPI
PS013-202603-025,PS013,2026-03-30,debit,Transport,476.85,Metro / fuel,Pune,UPI
PS013-202603-026,PS013,2026-03-03,debit,Bills,1618.7,Electricity / mobile,Pune,UPI
PS013-202603-027,PS013,2026-03-16,debit,Bills,1124.89,Electricity / mobile,Pune,UPI
PS013-202603-028,PS013,2026-03-30,debit,Bills,1448.41,Electricity / mobile,Pune,UPI
PS013-202603-029,PS013,2026-03-02,debit,Rent,12995,Monthly rent,Pune,NEFT
PS013-202603-030,PS013,2026-03-03,debit,Education,1048,Learning centre,Pune,UPI
PS013-202603-031,PS013,2026-03-02,debit,Healthcare,1048,Pharmacy,Pune,UPI
